person_age,gender,marital_status,income,no.of_dependents,person_emp_length,employment_stability,person_home_ownership,home_value,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,assets_worth,debt-asset_ratio,debt-income_ratio,tax,no.of _credit _cards,creditcard_usage%,cb_person_default_on_file,c_ length,defaulted_90d,defaulted_180d,defaulted_365d
29,Male,Married,186063,0,14,3,MORTGAGE,4142310,EDUCATION,B,25000,10.46,0,1228150,2.04%,13.00%,15,2,39,N,6,Non-def,Non-def,Non-def
27,Female,Married,186000,0,0,1,MORTGAGE,4003958,HOMEIMPROVEMENT,B,3700,10.99,0,1020775,0.36%,2.00%,15,3,39,N,5,Non-def,Non-def,Non-def
28,Female,Married,186000,4,3,2,OTHER,-,VENTURE,A,2500,7.4,0,4327720,0.06%,1.00%,15,1,7,N,9,Non-def,Non-def,Non-def
27,Male,Married,185232,5,10,3,MORTGAGE,5154674,PERSONAL,A,35000,,0,8477917,0.41%,19.00%,15,0,61,N,8,Non-def,Non-def,Non-def
30,Female,Married,185000,4,8,3,MORTGAGE,6426257,VENTURE,B,15000,10.99,0,4300102,0.35%,8.00%,15,1,42,N,7,Non-def,Non-def,Non-def
29,Male,Married,173000,6,7,3,MORTGAGE,6443905,DEBTCONSOLIDATION,D,28000,17.49,1,2722774,1.03%,16.00%,15,1,33,Y,10,N,N,Y
32,Female,Married,80000,4,2,2,RENT,-,VENTURE,B,25000,,1,3994237,0.63%,31.00%,15,1,41,N,8,Non-def,Non-def,Non-def
35,Male,Married,80000,3,19,3,RENT,-,VENTURE,D,25000,14.09,1,5766027,0.43%,31.00%,15,2,64,Y,10,Y,Y,Y
33,Female,Married,80000,2,0,1,RENT,-,MEDICAL,B,25000,11.86,1,5757434,0.43%,31.00%,15,2,52,N,8,Non-def,Non-def,Non-def
27,Male,Married,183000,4,12,3,RENT,-,EDUCATION,E,15000,19.03,0,3142929,0.48%,8.00%,15,1,20,Y,6,N,Y,Y
32,Male,Married,80000,6,1,1,RENT,-,MEDICAL,C,25000,12.87,1,4258729,0.59%,31.00%,15,2,28,N,9,Non-def,Non-def,Non-def
30,Male,Married,14400,4,2,2,OWN,7427510,VENTURE,B,1000,10.62,0,4422248,0.02%,7.00%,5,2,0,N,10,Non-def,Non-def,Non-def
30,Female,Married,14400,6,0,1,OWN,6684033,HOMEIMPROVEMENT,D,9250,14.96,1,4284073,0.22%,64.00%,5,2,44,N,10,Non-def,Non-def,Non-def
29,Male,Married,180396,5,8,3,MORTGAGE,9349867,PERSONAL,B,18000,12.69,0,2251156,0.80%,10.00%,15,1,26,N,9,Non-def,Non-def,Non-def
29,Male,Married,180000,4,2,2,MORTGAGE,7004037,PERSONAL,E,31000,19.42,0,3679354,0.84%,17.00%,15,0,31,Y,8,Y,Y,Y
30,Female,Married,180000,3,2,2,MORTGAGE,4988520,DEBTCONSOLIDATION,A,12500,6.03,0,4227853,0.30%,7.00%,15,0,61,N,6,Non-def,Non-def,Non-def
27,Female,Married,180000,2,2,2,RENT,-,MEDICAL,B,15000,12.42,0,4303416,0.35%,8.00%,15,2,43,N,10,Non-def,Non-def,Non-def
31,Female,Married,180000,0,5,2,MORTGAGE,5911238,VENTURE,C,9000,14.27,0,5544505,0.16%,5.00%,15,0,62,Y,6,Y,Y,Y
32,Male,Married,180000,6,12,3,MORTGAGE,5386219,PERSONAL,A,10000,7.9,0,1345082,0.74%,6.00%,15,2,43,N,10,Non-def,Non-def,Non-def
31,Male,Married,180000,6,15,3,OWN,4154150,EDUCATION,B,10000,11.71,0,1297408,0.77%,6.00%,15,3,54,N,7,Non-def,Non-def,Non-def
30,Male,Married,14400,1,0,1,OWN,9046250,MEDICAL,D,5000,14.96,1,3471534,0.14%,35.00%,5,1,45,N,9,Non-def,Non-def,Non-def
28,Female,Married,84000,6,7,3,RENT,-,PERSONAL,E,25000,15.95,0,6276205,0.40%,30.00%,15,0,31,Y,7,Y,Y,Y
31,Female,Married,85000,0,5,2,RENT,-,VENTURE,B,25000,10.75,0,6282800,0.40%,29.00%,15,3,28,N,7,Non-def,Non-def,Non-def
34,Female,Married,180000,6,9,3,MORTGAGE,4687310,EDUCATION,C,12900,12.99,0,2295137,0.56%,7.00%,15,2,3,Y,7,N,N,Y
33,Male,Married,180000,1,17,3,MORTGAGE,9021574,DEBTCONSOLIDATION,A,13000,7.29,0,5714531,0.23%,7.00%,15,0,25,N,7,Non-def,Non-def,Non-def
29,Male,Married,180000,0,9,3,MORTGAGE,4806769,PERSONAL,A,15000,5.79,0,1442077,1.04%,8.00%,15,2,40,N,6,Non-def,Non-def,Non-def
30,Female,Married,180000,1,11,3,MORTGAGE,5319268,VENTURE,D,28000,14.91,0,4959803,0.56%,16.00%,15,3,5,Y,5,Y,Y,Y
27,Female,Married,180000,1,4,2,RENT,-,PERSONAL,B,8000,10.37,0,5315744,0.15%,4.00%,15,2,22,N,5,Non-def,Non-def,Non-def
35,Male,Married,180000,3,6,3,MORTGAGE,7743845,DEBTCONSOLIDATION,A,8500,6.92,0,6707442,0.13%,5.00%,15,0,66,N,8,Non-def,Non-def,Non-def
28,Male,Married,180000,2,4,2,RENT,-,VENTURE,C,9000,13.8,0,6475550,0.14%,5.00%,15,2,4,N,10,Non-def,Non-def,Non-def
31,Female,Married,85000,2,0,1,RENT,-,PERSONAL,B,25000,11.89,0,2231629,1.12%,29.00%,15,3,23,N,6,Non-def,Non-def,Non-def
30,Female,Married,85000,1,3,2,RENT,-,HOMEIMPROVEMENT,B,25000,12.21,0,3975969,0.63%,29.00%,15,0,35,N,6,Non-def,Non-def,Non-def
28,Female,Married,15000,3,2,2,OWN,4545651,PERSONAL,B,4375,12.42,1,1460615,0.30%,29.00%,5,1,21,N,9,Non-def,Non-def,Non-def
30,Male,Married,180000,0,14,3,MORTGAGE,9875127,DEBTCONSOLIDATION,B,20000,11.48,0,1905156,1.05%,11.00%,15,3,13,N,8,Non-def,Non-def,Non-def
31,Male,Married,168000,3,1,1,RENT,-,VENTURE,E,20000,,1,3498837,0.57%,12.00%,15,0,61,Y,7,Y,Y,Y
33,Female,Married,180000,1,0,1,RENT,-,MEDICAL,A,7000,7.74,0,5847549,0.12%,4.00%,15,2,10,N,6,Non-def,Non-def,Non-def
30,Female,Married,168000,3,8,3,MORTGAGE,8126812,EDUCATION,A,10000,8.94,1,1884915,0.53%,6.00%,15,3,28,N,5,Non-def,Non-def,Non-def
28,Male,Married,168000,1,0,1,RENT,-,DEBTCONSOLIDATION,F,15000,17.26,1,4659358,0.32%,9.00%,15,2,24,Y,9,N,Y,Y
27,Female,Married,168000,1,5,2,MORTGAGE,7327828,DEBTCONSOLIDATION,F,24000,17.26,1,4694899,0.51%,14.00%,15,3,39,N,9,Non-def,Non-def,Non-def
32,Male,Married,90000,6,2,2,RENT,-,PERSONAL,B,25000,9.99,0,8923216,0.28%,28.00%,15,1,20,N,7,Non-def,Non-def,Non-def
32,Female,Married,90000,0,7,3,RENT,-,EDUCATION,D,25000,15.58,0,6473740,0.39%,28.00%,15,2,64,N,7,Non-def,Non-def,Non-def
29,Female,Married,15000,5,5,2,OWN,5994363,PERSONAL,A,5000,7.51,1,7809347,0.06%,33.00%,5,0,54,N,7,Non-def,Non-def,Non-def
28,Female,Married,78000,2,0,1,RENT,-,PERSONAL,D,25000,,1,8373421,0.30%,32.00%,15,3,26,Y,5,Y,Y,Y
34,Male,Married,91000,6,11,3,RENT,-,MEDICAL,B,25000,11.36,0,6362650,0.39%,27.00%,15,0,35,N,5,Non-def,Non-def,Non-def
31,Female,Married,15000,5,3,2,MORTGAGE,6613661,DEBTCONSOLIDATION,D,2000,16.89,1,7221784,0.03%,13.00%,5,3,37,Y,8,N,N,Y
29,Male,Married,92200,5,7,3,RENT,-,VENTURE,D,25000,14.96,0,5613925,0.45%,27.00%,15,2,33,N,5,Non-def,Non-def,Non-def
30,Male,Married,96000,0,3,2,RENT,-,PERSONAL,B,25000,,0,7511701,0.33%,26.00%,15,1,22,N,6,Non-def,Non-def,Non-def
28,Female,Married,175000,6,7,3,RENT,-,HOMEIMPROVEMENT,A,6000,7.9,0,6597017,0.09%,3.00%,15,3,59,N,10,Non-def,Non-def,Non-def
29,Male,Married,163000,5,,1,RENT,-,VENTURE,D,4000,16.29,1,2386492,0.17%,2.00%,15,1,32,N,6,Non-def,Non-def,Non-def
35,Male,Married,175000,5,0,1,RENT,-,DEBTCONSOLIDATION,B,16000,11.49,0,2502978,0.64%,9.00%,15,0,25,N,10,Non-def,Non-def,Non-def
29,Female,Married,175000,2,1,1,MORTGAGE,9439954,DEBTCONSOLIDATION,A,15000,8.49,0,8467758,0.18%,9.00%,15,1,27,N,8,Non-def,Non-def,Non-def
31,Female,Married,175000,3,3,2,MORTGAGE,8630340,EDUCATION,E,7500,19.69,0,5207303,0.14%,4.00%,15,1,52,N,9,Non-def,Non-def,Non-def
35,Female,Married,175000,2,12,3,MORTGAGE,7517015,VENTURE,A,2200,8.49,0,8420161,0.03%,1.00%,15,3,33,N,7,Non-def,Non-def,Non-def
27,Female,Married,96000,6,11,3,RENT,-,HOMEIMPROVEMENT,E,25000,,0,7966228,0.31%,26.00%,15,2,33,N,6,Non-def,Non-def,Non-def
29,Female,Married,97000,1,4,2,RENT,-,PERSONAL,B,25000,10.37,0,8673341,0.29%,26.00%,15,0,37,N,10,Non-def,Non-def,Non-def
31,Male,Married,86000,0,1,1,RENT,-,DEBTCONSOLIDATION,D,25000,16,1,6193480,0.40%,29.00%,15,3,54,Y,5,N,Y,Y
29,Female,Married,88000,3,9,3,RENT,-,PERSONAL,D,25000,14.46,1,3556225,0.70%,28.00%,15,3,53,Y,10,N,N,Y
33,Male,Married,100000,4,1,1,RENT,-,HOMEIMPROVEMENT,C,25000,11.66,0,8461899,0.30%,25.00%,15,1,13,N,9,Non-def,Non-def,Non-def
28,Female,Married,15000,0,0,1,MORTGAGE,6867580,HOMEIMPROVEMENT,D,4000,15.37,1,7201839,0.06%,27.00%,5,1,3,N,10,Non-def,Non-def,Non-def
35,Male,Married,15000,3,3,2,OWN,9134680,HOMEIMPROVEMENT,A,3700,9.32,1,1759515,0.21%,25.00%,5,1,51,N,6,Non-def,Non-def,Non-def
30,Female,Married,75480,1,1,1,RENT,-,MEDICAL,C,25000,15.27,1,8299390,0.30%,28.00%,15,2,46,Y,9,Y,Y,Y
30,Female,Married,102000,6,2,2,RENT,-,VENTURE,B,25000,9.62,0,3052686,0.82%,25.00%,15,0,30,N,8,Non-def,Non-def,Non-def
35,Male,Married,15000,2,0,1,MORTGAGE,6789405,VENTURE,C,1925,12.84,0,5135867,0.04%,13.00%,5,0,26,N,6,Non-def,Non-def,Non-def
27,Male,Married,103250,2,1,1,RENT,-,VENTURE,C,25000,12.73,0,2459790,1.02%,24.00%,15,3,29,N,10,Non-def,Non-def,Non-def
29,Female,Married,105996,3,13,3,RENT,-,HOMEIMPROVEMENT,D,25000,14.83,0,8985844,0.28%,24.00%,15,2,59,N,9,Non-def,Non-def,Non-def
28,Male,Married,175000,1,4,2,RENT,-,VENTURE,B,24500,,0,4860113,0.50%,14.00%,15,1,63,N,8,Non-def,Non-def,Non-def
30,Male,Married,175000,2,2,2,MORTGAGE,6893823,HOMEIMPROVEMENT,A,6000,7.68,0,1199775,0.50%,3.00%,15,2,29,N,7,Non-def,Non-def,Non-def
29,Female,Married,174996,6,8,3,MORTGAGE,7790546,EDUCATION,D,25000,15.28,0,4222112,0.59%,14.00%,15,0,33,Y,10,Y,Y,Y
28,Female,Married,174000,0,2,2,MORTGAGE,4884554,PERSONAL,D,12000,,0,4596704,0.26%,7.00%,15,0,11,N,10,Non-def,Non-def,Non-def
27,Female,Married,96000,4,1,1,RENT,-,VENTURE,D,25000,16.89,1,5430053,0.46%,26.00%,15,3,21,Y,10,Y,Y,Y
35,Male,Married,110000,4,9,3,RENT,-,DEBTCONSOLIDATION,C,25000,13.49,0,6677322,0.37%,23.00%,15,3,66,N,8,Non-def,Non-def,Non-def
34,Female,Married,171996,3,1,1,MORTGAGE,6825083,PERSONAL,D,15000,14.96,0,3707762,0.40%,9.00%,15,3,44,N,5,Non-def,Non-def,Non-def
31,Male,Married,159200,0,1,1,MORTGAGE,8648822,DEBTCONSOLIDATION,D,16000,15.65,1,4127588,0.39%,10.00%,15,0,10,Y,6,N,N,Y
28,Male,Married,159000,3,5,2,RENT,-,PERSONAL,D,6000,15.95,1,7967423,0.08%,4.00%,15,0,31,N,10,Non-def,Non-def,Non-def
33,Male,Married,170004,6,17,3,MORTGAGE,8016520,PERSONAL,A,12000,7.51,0,4271367,0.28%,7.00%,15,1,63,N,9,Non-def,Non-def,Non-def
31,Male,Married,15456,3,1,1,MORTGAGE,8156609,PERSONAL,A,4000,8.9,1,6419699,0.06%,26.00%,5,1,11,N,5,Non-def,Non-def,Non-def
34,Female,Married,158000,6,2,2,MORTGAGE,8071133,VENTURE,C,12000,,1,3191737,0.38%,8.00%,15,3,13,N,8,Non-def,Non-def,Non-def
31,Male,Married,158000,5,8,3,RENT,-,DEBTCONSOLIDATION,D,10200,15.99,1,3920916,0.26%,6.00%,15,2,59,Y,7,N,Y,Y
35,Female,Married,170000,6,6,3,MORTGAGE,9118973,EDUCATION,A,6500,7.49,0,5745509,0.11%,4.00%,15,0,59,N,10,Non-def,Non-def,Non-def
34,Female,Married,170000,6,9,3,MORTGAGE,5405678,VENTURE,D,7500,15.99,0,8767533,0.09%,4.00%,15,1,6,N,10,Non-def,Non-def,Non-def
29,Male,Married,170000,4,7,3,MORTGAGE,6552842,PERSONAL,C,35000,12.99,0,8343383,0.42%,21.00%,15,0,47,Y,5,N,N,Y
31,Female,Married,170000,1,15,3,MORTGAGE,8154678,PERSONAL,C,10000,13.49,0,8737553,0.11%,6.00%,15,3,17,Y,8,N,N,Y
34,Female,Married,15523,6,1,1,OWN,4284901,VENTURE,A,3800,7.49,1,6961757,0.05%,24.00%,5,1,36,N,9,Non-def,Non-def,Non-def
32,Female,Married,106000,1,14,3,RENT,-,DEBTCONSOLIDATION,E,25000,16.63,1,8489345,0.29%,24.00%,15,1,24,Y,7,N,Y,Y
33,Female,Married,15600,2,1,1,OWN,8209765,VENTURE,A,5900,,1,7589927,0.08%,38.00%,5,2,34,N,7,Non-def,Non-def,Non-def
33,Female,Married,120000,5,9,3,RENT,-,DEBTCONSOLIDATION,B,25000,11.36,0,1441585,1.73%,21.00%,15,0,31,N,8,Non-def,Non-def,Non-def
28,Male,Married,108000,4,0,1,RENT,-,EDUCATION,D,25000,14.61,1,6234791,0.40%,23.00%,15,2,16,Y,6,Y,Y,Y
33,Male,Married,125000,5,5,2,RENT,-,DEBTCONSOLIDATION,B,25000,11.36,0,6999720,0.36%,20.00%,15,1,21,N,5,Non-def,Non-def,Non-def
30,Male,Married,15600,4,,1,MORTGAGE,5865269,DEBTCONSOLIDATION,A,6250,5.79,1,5153676,0.12%,40.00%,5,3,19,N,6,Non-def,Non-def,Non-def
29,Female,Married,113000,4,1,1,RENT,-,EDUCATION,D,25000,15.31,1,5785469,0.43%,22.00%,15,2,23,N,6,Non-def,Non-def,Non-def
32,Female,Married,170000,1,9,3,RENT,-,PERSONAL,B,10000,11.14,0,4702751,0.21%,6.00%,15,3,27,N,5,Non-def,Non-def,Non-def
32,Male,Married,168000,2,5,2,RENT,-,EDUCATION,C,25000,15.27,0,4202089,0.59%,15.00%,15,3,23,N,6,Non-def,Non-def,Non-def
30,Male,Married,102213,3,3,2,RENT,-,MEDICAL,D,25000,15.7,1,4001981,0.62%,21.00%,15,0,44,N,7,Non-def,Non-def,Non-def
27,Male,Married,15600,1,0,1,OWN,9400927,EDUCATION,A,6400,7.74,1,2241069,0.29%,41.00%,5,0,17,N,9,Non-def,Non-def,Non-def
30,Male,Married,135000,0,4,2,RENT,-,PERSONAL,D,25000,15.21,0,5348737,0.47%,19.00%,15,0,70,Y,6,N,Y,Y
35,Female,Married,123000,4,2,2,RENT,-,PERSONAL,E,25000,17.19,1,1061326,2.36%,20.00%,15,3,48,Y,8,N,Y,Y
28,Male,Married,140000,4,11,3,RENT,-,HOMEIMPROVEMENT,C,25000,13.11,0,7683873,0.33%,18.00%,15,1,23,Y,7,N,Y,Y
33,Female,Married,140004,6,7,3,RENT,-,EDUCATION,D,25000,15.58,0,4888339,0.51%,18.00%,15,2,24,N,10,Non-def,Non-def,Non-def
31,Male,Married,143000,3,4,2,RENT,-,VENTURE,D,25000,16.07,0,3924614,0.64%,17.00%,15,3,12,Y,7,Y,Y,Y
32,Male,Married,150000,6,7,3,RENT,-,DEBTCONSOLIDATION,A,25000,8.49,0,4044709,0.62%,17.00%,15,2,36,N,7,Non-def,Non-def,Non-def
30,Female,Married,150000,6,3,2,RENT,-,PERSONAL,E,25000,17.56,0,5321517,0.47%,17.00%,15,1,1,N,5,Non-def,Non-def,Non-def
27,Male,Married,150000,1,1,1,RENT,-,EDUCATION,B,25000,11.36,0,4980379,0.50%,17.00%,15,3,13,N,6,Non-def,Non-def,Non-def
29,Male,Married,16000,6,3,2,OWN,7606064,VENTURE,A,3000,7.9,1,8751115,0.03%,19.00%,5,3,24,N,8,Non-def,Non-def,Non-def
30,Male,Married,165000,2,3,2,MORTGAGE,8563903,EDUCATION,D,5000,15.62,0,4281946,0.12%,3.00%,15,3,18,Y,10,Y,Y,Y
27,Male,Married,165000,2,6,3,MORTGAGE,9524198,HOMEIMPROVEMENT,C,35000,12.99,0,7844710,0.45%,21.00%,15,0,19,N,9,Non-def,Non-def,Non-def
31,Male,Married,165000,0,3,2,MORTGAGE,6898224,HOMEIMPROVEMENT,C,15000,12.61,0,7515901,0.20%,9.00%,15,1,45,N,7,Non-def,Non-def,Non-def
30,Female,Married,150000,3,5,2,RENT,-,DEBTCONSOLIDATION,C,25000,12.53,0,4281321,0.58%,17.00%,15,1,20,N,6,Non-def,Non-def,Non-def
30,Male,Married,16000,2,2,2,MORTGAGE,7333858,MEDICAL,A,7275,5.42,1,4677154,0.16%,45.00%,5,2,48,N,10,Non-def,Non-def,Non-def
31,Female,Married,138000,5,0,1,RENT,-,VENTURE,D,25000,13.24,1,3429331,0.73%,18.00%,15,0,61,N,7,Non-def,Non-def,Non-def
33,Female,Married,16000,1,0,1,MORTGAGE,4679513,MEDICAL,A,6000,7.14,1,7009357,0.09%,38.00%,5,2,65,N,5,Non-def,Non-def,Non-def
31,Male,Married,139016,3,5,2,RENT,-,VENTURE,D,25000,15.37,1,8396754,0.30%,18.00%,15,1,51,Y,8,N,N,Y
30,Male,Married,156000,6,5,2,RENT,-,MEDICAL,B,25000,9.88,0,7432913,0.34%,16.00%,15,2,5,N,7,Non-def,Non-def,Non-def
30,Female,Married,148000,0,0,1,RENT,-,EDUCATION,D,25000,15.95,1,8382014,0.30%,17.00%,15,0,48,N,8,Non-def,Non-def,Non-def
29,Male,Married,163000,0,4,2,RENT,-,DEBTCONSOLIDATION,B,25000,9.91,0,1956501,1.28%,15.00%,15,3,12,N,5,Non-def,Non-def,Non-def
30,Male,Married,170000,5,14,3,RENT,-,EDUCATION,D,25000,15.2,0,4448394,0.56%,15.00%,15,2,0,N,8,Non-def,Non-def,Non-def
27,Male,Married,170000,6,11,3,RENT,-,PERSONAL,D,25000,16.32,0,3021404,0.83%,15.00%,15,1,37,N,10,Non-def,Non-def,Non-def
27,Male,Married,16000,3,1,1,OTHER,-,DEBTCONSOLIDATION,D,5750,,1,5929634,0.10%,36.00%,5,2,59,Y,8,N,N,Y
30,Male,Married,170000,4,14,3,RENT,-,HOMEIMPROVEMENT,D,25000,15.21,0,6731258,0.37%,15.00%,15,3,3,N,5,Non-def,Non-def,Non-def
29,Female,Married,175000,4,1,1,RENT,-,PERSONAL,B,25000,10.74,0,8792604,0.28%,14.00%,15,1,61,N,5,Non-def,Non-def,Non-def
32,Male,Married,162000,4,5,2,RENT,-,VENTURE,A,20000,6.99,0,5253445,0.38%,12.00%,15,0,40,N,9,Non-def,Non-def,Non-def
28,Female,Married,127500,5,5,2,MORTGAGE,6624686,MEDICAL,E,20000,17.04,1,6684812,0.30%,13.00%,15,2,50,Y,8,N,N,Y
29,Male,Married,160800,6,3,2,RENT,-,VENTURE,B,4800,10.99,0,2132113,0.23%,3.00%,15,0,0,N,5,Non-def,Non-def,Non-def
27,Female,Married,160669,4,3,2,MORTGAGE,6522399,DEBTCONSOLIDATION,B,8000,11.36,0,7115068,0.11%,5.00%,15,1,51,N,9,Non-def,Non-def,Non-def
30,Male,Married,148000,4,2,2,RENT,-,EDUCATION,E,22200,19.42,1,6830386,0.33%,15.00%,15,1,49,N,8,Non-def,Non-def,Non-def
29,Female,Married,125800,1,11,3,RENT,-,MEDICAL,D,9000,16.77,1,2383676,0.38%,6.00%,15,0,57,N,8,Non-def,Non-def,Non-def
28,Female,Married,178000,3,5,2,RENT,-,EDUCATION,D,25000,14.46,1,1568018,1.59%,14.00%,15,2,1,Y,7,Y,Y,Y
32,Female,Married,227500,2,3,2,RENT,-,MEDICAL,C,25000,12.53,0,8592236,0.29%,11.00%,15,3,31,N,5,Non-def,Non-def,Non-def
27,Male,Married,223000,2,2,2,RENT,-,EDUCATION,F,25000,18.3,1,2192859,1.14%,11.00%,15,3,3,N,9,Non-def,Non-def,Non-def
32,Female,Married,235000,3,1,1,RENT,-,PERSONAL,C,25000,12.53,0,5378730,0.46%,11.00%,15,3,62,Y,7,Y,Y,Y
33,Female,Married,248735,1,4,2,RENT,-,DEBTCONSOLIDATION,D,25000,14.11,1,1494254,1.67%,10.00%,15,2,61,Y,6,N,Y,Y
33,Male,Married,16620,0,,1,OWN,6564067,HOMEIMPROVEMENT,A,3000,5.99,1,6424033,0.05%,18.00%,5,1,51,N,6,Non-def,Non-def,Non-def
31,Male,Married,16656,2,,1,MORTGAGE,5932719,MEDICAL,C,2400,14.72,1,1779220,0.13%,14.00%,5,2,41,N,7,Non-def,Non-def,Non-def
28,Female,Married,78000,5,12,3,RENT,-,HOMEIMPROVEMENT,G,24625,18.36,1,6208735,0.40%,32.00%,15,0,20,N,5,Non-def,Non-def,Non-def
30,Female,Married,32004,5,1,1,RENT,-,PERSONAL,B,24250,11.12,1,6138198,0.40%,76.00%,7,0,16,N,5,Non-def,Non-def,Non-def
30,Male,Married,36000,4,3,2,RENT,-,DEBTCONSOLIDATION,C,24250,12.61,1,3567955,0.68%,67.00%,7,1,67,Y,7,Y,Y,Y
27,Female,Married,160000,2,11,3,MORTGAGE,4026511,HOMEIMPROVEMENT,A,16000,8.49,0,6776433,0.24%,10.00%,15,1,51,N,5,Non-def,Non-def,Non-def
32,Male,Married,160000,0,2,2,MORTGAGE,7945576,MEDICAL,B,3200,,0,5769670,0.06%,2.00%,15,2,28,N,5,Non-def,Non-def,Non-def
29,Female,Married,160000,1,9,3,MORTGAGE,4181246,PERSONAL,C,14700,13.43,0,1282572,1.15%,9.00%,15,2,0,Y,5,Y,Y,Y
29,Female,Married,160000,0,8,3,MORTGAGE,5748390,EDUCATION,A,7000,,0,5458435,0.13%,4.00%,15,0,54,N,8,Non-def,Non-def,Non-def
27,Male,Married,160000,2,12,3,MORTGAGE,4888210,DEBTCONSOLIDATION,C,7000,12.23,0,1140966,0.61%,4.00%,15,3,19,Y,6,Y,Y,Y
34,Male,Married,16800,5,0,1,OWN,9896937,PERSONAL,C,1600,13.72,0,2146329,0.07%,10.00%,5,2,49,Y,5,N,N,Y
27,Female,Married,74000,2,7,3,RENT,-,DEBTCONSOLIDATION,D,24250,15.31,1,3131520,0.77%,33.00%,10,1,26,Y,8,N,Y,Y
28,Male,Married,16800,1,,1,OWN,8685083,MEDICAL,C,5000,13.98,1,2326571,0.21%,30.00%,5,2,35,N,8,Non-def,Non-def,Non-def
28,Male,Married,16800,6,5,2,OWN,5005267,EDUCATION,B,5000,9.88,1,7880045,0.06%,30.00%,5,3,12,N,7,Non-def,Non-def,Non-def
28,Male,Married,148000,0,0,1,MORTGAGE,5575623,HOMEIMPROVEMENT,D,15000,15.65,1,4148529,0.36%,10.00%,15,3,45,Y,5,N,Y,Y
30,Female,Married,160000,5,0,1,RENT,-,VENTURE,B,8400,11.89,0,7739076,0.11%,5.00%,15,2,27,N,6,Non-def,Non-def,Non-def
27,Female,Married,160000,1,12,3,MORTGAGE,8151588,MEDICAL,C,1500,11.78,0,2056134,0.07%,1.00%,15,2,33,Y,6,N,Y,Y
29,Male,Married,160000,4,0,1,RENT,-,DEBTCONSOLIDATION,C,15000,13.04,0,7575107,0.20%,9.00%,15,2,10,N,5,Non-def,Non-def,Non-def
30,Male,Married,105000,0,4,2,RENT,-,VENTURE,D,24250,15.65,0,7588476,0.32%,23.00%,15,0,24,N,10,Non-def,Non-def,Non-def
31,Female,Married,118320,1,1,1,RENT,-,HOMEIMPROVEMENT,B,24250,12.53,0,3720323,0.65%,20.00%,15,1,70,N,5,Non-def,Non-def,Non-def
29,Female,Married,108000,3,0,1,RENT,-,PERSONAL,D,24250,16,1,7231940,0.34%,22.00%,15,3,29,N,9,Non-def,Non-def,Non-def
29,Female,Married,126000,6,10,3,RENT,-,HOMEIMPROVEMENT,E,24250,16.7,0,1041102,2.33%,19.00%,15,0,15,Y,7,N,Y,Y
32,Male,Married,17000,5,0,1,OWN,4965756,PERSONAL,D,3200,14.84,1,5844870,0.05%,19.00%,5,2,62,N,7,Non-def,Non-def,Non-def
31,Male,Married,105400,2,2,2,RENT,-,MEDICAL,D,24250,15.31,1,2536820,0.96%,20.00%,15,3,48,N,5,Non-def,Non-def,Non-def
27,Male,Married,128000,1,11,3,RENT,-,DEBTCONSOLIDATION,D,24250,14.59,1,2149947,1.13%,19.00%,15,1,20,N,10,Non-def,Non-def,Non-def
30,Male,Married,144600,0,14,3,RENT,-,VENTURE,B,24250,,0,3933228,0.62%,17.00%,15,0,68,N,6,Non-def,Non-def,Non-def
29,Female,Married,148716,0,4,2,RENT,-,PERSONAL,C,24250,13.23,0,1390043,1.74%,16.00%,15,2,25,Y,9,N,N,Y
34,Male,Married,168000,3,0,1,RENT,-,DEBTCONSOLIDATION,B,24250,11.83,0,1335506,1.82%,14.00%,15,2,6,N,10,Non-def,Non-def,Non-def
30,Male,Married,17280,3,0,1,MORTGAGE,6812904,PERSONAL,C,2000,,0,6679023,0.03%,12.00%,5,3,60,N,7,Non-def,Non-def,Non-def
27,Female,Married,47000,5,0,1,RENT,-,DEBTCONSOLIDATION,E,24000,17.14,1,7154554,0.34%,51.00%,7,1,49,N,5,Non-def,Non-def,Non-def
35,Female,Married,49000,4,2,2,RENT,-,DEBTCONSOLIDATION,D,24000,15.2,1,8804549,0.27%,49.00%,7,2,42,N,10,Non-def,Non-def,Non-def
28,Female,Married,58000,3,12,3,RENT,-,EDUCATION,B,24000,10.75,1,2995387,0.80%,41.00%,10,0,19,N,10,Non-def,Non-def,Non-def
28,Female,Married,17544,5,2,2,MORTGAGE,6720301,EDUCATION,A,1500,8.63,0,4734189,0.03%,9.00%,5,3,5,N,10,Non-def,Non-def,Non-def
28,Male,Married,54000,3,1,1,RENT,-,VENTURE,E,24000,16.45,1,5031786,0.48%,44.00%,10,3,27,Y,8,N,Y,Y
35,Male,Married,17640,3,,1,OWN,8713881,MEDICAL,D,4000,16.29,1,6537391,0.06%,23.00%,5,2,18,N,7,Non-def,Non-def,Non-def
31,Female,Married,17676,2,1,1,OWN,5599711,EDUCATION,D,2500,14.74,0,4568001,0.05%,14.00%,5,0,8,N,10,Non-def,Non-def,Non-def
30,Male,Married,65000,4,4,2,RENT,-,HOMEIMPROVEMENT,A,24000,7.9,1,6691063,0.36%,37.00%,10,2,10,N,5,Non-def,Non-def,Non-def
27,Female,Married,17795,2,4,2,OWN,9682491,MEDICAL,A,2650,,0,6785426,0.04%,15.00%,5,0,9,N,8,Non-def,Non-def,Non-def
